"1"
"YMR198W",4
"YBL052C",5
"YIL126W",5
"YJR137C",1
"YCR035C",3
"YDR219C",4
"YNL176C",1
"YLR455W",3
"YCRX04W",1
"YIL050W",2
"YIL106W",2
"YBL097W",4
"YCL014W",2
"YJL099W",3
"YKL048C",1
"YGL255W",4
"YJL137C",3
"YBR104W",4
"YCR073C",2
"YDL198C",1
"YDR389W",2
"YIL131C",5
"YMR215W",1
"YIL158W",1
"YGL101W",1
"YJR110W",3
"YOL012C",5
"YBL032W",3
"YBR043C",1
"YCL012W",1
"YCL013W",1
"YCL062W",1
"YCL063W",4
"YDR324C",5
"YDR325W",4
"YGR108W",4
"YPR119W",2
"YOL069W",4
"YHR023W",4
"YPL242C",4
"YJR092W",4
"YLR353W",4
"YCL037C",3
"YMR001C",4
"YGL021W",4
"YOR025W",5
"YDR146C",5
"YLR131C",5
"YNL053W",2
"YPR167C",3
"YML033W",1
"YML034W",4
"YOR315W",4
"YHL028W",1
"YPL127C",5
"YLL021W",1
"YDR297W",3
"YJR043C",3
"YDR113C",4
"YNL126W",4
"YEL061C",4
"YHR172W",4
"YPR141C",4
"YLR045C",4
"YGR140W",4
"YBL063W",4
"YDR356W",4
"YJR006W",3
"YBL003C",3
"YBL002W",5
"YMR190C",3
"YPL016W",5
"YFR037C",3
"YER001W",3
"YER003C",3
"YDL093W",3
"YIR017C",5
"YKR001C",4
"YER118C",3
"YER016W",4
"YKR010C",5
"YHR061C",4
"YEL017W",1
"YLL062C",3
"YJL118W",1
"YDR179C",2
"YER018C",4
"YBR156C",2
"YBR184W",1
"YLR228C",5
"YDR252W",3
"YBR007C",1
"YEL018W",3
"YER019W",3
"YFR038W",3
"YLL061W",5
"YKL049C",4
"YOR188W",4
"YJR076C",2
"YJL092W",3
"YCR084C",5
"YJR112W",4
"YLL046C",1
"YDR464W",5
"YKL068W",5
"YDR451C",5
"YCR085W",1
"YMR003W",1
"YNR009W",5
"YOR073W",4
"YLL047W",1
"YDR366C",1
"YCR086W",4
"YIL169C",1
"YKL052C",4
"YKL053W",1
"YKL069W",3
"YPL116W",3
"YPL264C",1
"YBR200W",2
"YBR202W",3
"YPR019W",3
"YBL023C",3
"YEL032W",3
"YPL058C",1
"YGR035C",1
"YHL026C",1
"YMR254C",1
"YMR031C",5
"YLR254C",4
"YOR273C",1
"YLR015W",3
"YBR038W",4
"YLR014C",5
"YOR274W",5
"YGL116W",2
"YGR092W",2
"YBR138C",1
"YOR058C",4
"YCR042C",5
"YOR229W",5
"YKL130C",1
"YIL162W",3
"YDL138W",2
"YDL048C",1
"YGR143W",3
"YKL129C",1
"YIL167W",3
"YHR152W",4
"YJL079C",1
"YAR018C",2
"YAL022C",4
"YGR279C",2
"YGL201C",3
"YNL057W",1
"YML119W",1
"YOL137W",1
"YPL186C",1
"YCL038C",4
"YKR021W",1
"YPR157W",1
"YJL051W",3
"YOL014W",1
"YGR230W",4
"YLR190W",4
"YMR032W",3
"YOL070C",1
"YLR297W",1
"YHR151C",1
"YNL058C",1
"YER111C",3
"YML109W",5
"YNR016C",4
"YBR067C",4
"YGL055W",4
"YLR050C",1
"YGR109C",2
"YPR120C",4
"YDL127W",2
"YNL289W",2
"YPL256C",2
"YMR199W",2
"YJL187C",2
"YDL003W",3
"YMR076C",4
"YKL042W",4
"YFL008W",4
"YPL241C",3
"YMR078C",3
"YLR212C",4
"YNL225C",4
"YPL209C",4
"YJL074C",4
"YNL233W",1
"YLR313C",1
"YGR041W",4
"YGR152C",2
"YDR507C",2
"YIL159W",4
"YGL027C",3
"YML102W",5
"YPR018W",5
"YBL035C",3
"YNL102W",3
"YBR278W",3
"YPR175W",3
"YNL262W",3
"YBR088C",3
"YLR103C",3
"YAR007C",3
"YNL312W",3
"YJL173C",3
"YER070W",3
"YOR074C",5
"YDL164C",3
"YKL045W",3
"YBR252W",3
"YLR032W",3
"YML060W",3
"YDR097C",3
"YNL082W",3
"YOL090W",3
"YLR383W",3
"YKL113C",3
"YLR234W",3
"YPL153C",3
"YDL101C",3
"YML021C",3
"YML061C",3
"YMR179W",5
"YML027W",5
"YDL227C",3
"YLR382C",3
"YJL196C",5
"YKL165C",3
"YLL002W",3
"YPL124W",4
"YKL101W",2
"YLR457C",4
"YBR070C",1
"YLR233C",3
"YPL057C",3
"YBR073W",3
"YGL200C",1
"YHR153C",4
"YNL272C",1
"YKR077W",3
"YDL105W",3
"YPL267W",2
"YDL156W",5
"YOL017W",5
"YBR071W",1
"YLL022C",5
"YLR236C",1
"YCL022C",1
"YCL024W",4
"YLR121C",4
"YHR154W",3
"YHR110W",1
"YDL010W",3
"YPR174C",1
"YJL181W",1
"YLR183C",3
"YOL007C",1
"YIL026C",1
"YKL108W",3
"YLR326W",1
"YLR381W",4
"YNL273W",3
"YJL018W",1
"YBR089W",1
"YLR349W",1
"YCL061C",3
"YDR309C",4
"YKR013W",1
"YDL018C",1
"YKR083C",4
"YDR383C",1
"YDR013W",3
"YGR238C",2
"YNL309W",5
"YPL208W",3
"YLR376C",3
"YNL300W",1
"YAR003W",3
"YCL060C",1
"YDL103C",3
"YNL303W",1
"YNL310C",1
"YOR144C",3
"YDR488C",4
"YOR026W",4
"YIL140W",4
"YKL067W",3
"YJL115W",5
"YDL197C",5
"YCR065W",5
"YBR275C",3
"YKL127W",3
"YAR008W",3
"YDL095W",2
"YOL019W",1
"YLR151C",3
"YOR284W",1
"YMR048W",3
"YJR155W",3
"YLR126C",4
"YNL304W",1
"YGR189C",3
"YAL034W-A",1
"YBR276C",2
"YDL096C",1
"YFR026C",2
"YFR027W",3
"YNL072W",3
"YDL179W",5
"YLR079W",2
"YJL194W",5
"YLR274W",3
"YGR044C",5
"YJL157C",2
"YKL185W",5
"YHR005C",2
"YNR001C",3
"YKL150W",3
"YLR395C",3
"YOR065W",3
"YDL181W",2
"YGR183C",3
"YLR258W",3
"YML110C",3
"YLR273C",5
"YCR005C",3
"YCL040W",1
"YMR256C",3
"YIL009W",3
"YLL040C",4
"YGR281W",1
"YBR083W",5
"YBR054W",1
"YKL116C",5
"YPR002W",3
"YNR067C",4
"YBR158W",4
"YDL117W",4
"YMR007W",1
"YNL046W",1
"YOR264W",1
"YPL066W",1
"YBR052C",1
"YPL158C",4
"YHR022C",1
"YPL004C",2
"YBR157C",1
"YNL078W",4
"YOR066W",5
"YBR053C",1
"YDR511W",1
"YDR033W",1
"YKL163W",4
"YBR231C",5
"YDR368W",3
"YLR049C",1
"YLR286C",1
"YHR038W",3
"YGL089C",2
"YPL187W",2
"YNL173C",2
"YJR148W",3
"YOR317W",1
"YOR316C",1
"YPL014W",1
"YJL078C",1
"YKL161C",1
"YHR113W",3
"YDL119C",1
"YDL124W",3
"YHR039C",3
"YDR493W",5
"YGL028C",1
"YNL073W",3
"YER017C",3
"YKL066W",1
"YAL040C",5
