"1","2","3","4"
"YAL025C",5,6,6,6
"YAL036C",6,6,6,6
"YAL040C",5,4,6,4
"YDL037c",6,6,6,6
"YDR184C",5,4,5,5
"YDR299W",5,6,6,6
"YDR380W",1,1,1,1
"YDR398W",5,6,6,6
"YER006w",6,4,6,6
"YER064c",6,4,6,6
"YER126c",1,4,1,1
"YGL171W",5,6,6,6
"YIL122W",5,4,6,4
"YIL133C",6,6,6,6
"YKL009W",5,6,6,6
"YKL143W",5,4,6,6
"YLR175W",5,6,6,6
"YLR196W",5,6,6,6
"YLR222C",5,6,6,6
"YLR062C",1,1,1,1
"YLR129w",1,1,1,1
"YLL011w",1,1,1,1
"YMR093W",5,6,6,6
"YMR131C",3,5,5,5
"YMR217W",5,1,1,1
"YNL060C",1,1,1,1
"YNL061W",5,6,6,6
"YNL062C",5,6,6,6
"YNL174W",1,1,1,1
"YNL175C",6,4,6,6
"YNR038W",5,6,6,6
"YNR053C",3,5,5,5
"YOR051C",6,6,6,6
"YOL077C",3,5,5,5
"YOR206W",3,5,5,5
"YOR306C",1,4,1,1
"YOR309C",1,1,1,1
"YOR310C",5,6,6,6
"YOR312C",6,6,6,6
"YPL012W",5,6,6,6
"YBR072W",6,6,6,6
"YBR196C",5,1,1,1
"YCR012w",6,4,6,6
"YCR013C",6,4,6,6
"YDL234C",6,4,6,6
"YDR050C",1,1,1,1
"YDR258C",6,6,6,6
"YER049w",6,4,6,6
"YER067w",6,4,6,6
"YER130c",4,4,4,6
"YER150w",6,4,6,6
"YFR053C",5,1,1,1
"YFR055W",1,1,1,1
"YFR056C",6,4,6,6
"YGL055W",1,1,1,1
"YGL253W",5,4,1,1
"YGR142W",6,6,6,6
"YGR146C",6,4,6,6
"YGR192C",6,6,6,6
"YGR211W",5,4,6,6
"YHR030C",5,4,6,6
"YHR064C",6,6,6,6
"YHR174W",1,1,1,1
"YJL052W",1,1,1,1
"YJL107C",6,4,6,6
"YJL108C",6,4,6,6
"YJL165C",6,6,6,6
"YJR009C",6,6,6,6
"YJR045C",6,6,6,6
"YJR078W",1,1,1,1
"YKL060C",1,1,1,1
"YKL152C",1,1,1,1
"YKL153W",6,4,6,6
"YKR016W",5,4,6,6
"YLR194C",3,5,5,4
"YLR044c",6,4,6,6
"YLR089C",1,1,1,1
"YLR136c",6,4,6,6
"YKR061W",6,6,6,6
"YKR080W",5,1,1,1
"YLL026w",6,4,6,6
"YLR359W",5,1,1,1
"YLR414C",6,5,5,5
"YML038C",6,4,6,6
"YMR039C",5,6,6,6
"YNL160W",3,5,5,5
"YNR033W",1,1,1,1
"YOL158C",6,4,6,6
"YOR036W",6,4,6,6
"YOL059W",5,6,6,6
"YOR178C",5,3,3,3
"YOR197W",6,6,6,6
"YOR207C",5,6,6,6
"YOR208W",6,6,6,6
"YOR209C",5,4,1,1
"YOR299W",5,4,6,6
"YOR344C",5,6,6,6
"YOR385W",6,4,6,6
"YOR389W",6,4,6,6
"YPL057C",5,1,1,1
"YPL106C",6,6,6,6
"YPL277C",6,4,6,6
"YPL278C",6,4,6,6
"YPR030W",5,6,6,6
"YPR074C",5,1,1,1
"YAL012W",2,2,2,2
"YDR055w",6,4,6,6
"YDR129C",6,4,6,6
"YDR497C",5,4,6,6
"YER158c",4,4,4,6
"YGL179C",6,6,6,6
"YGR189C",6,6,6,6
"YHL021C",6,4,6,6
"YJL159W",3,5,5,4
"YJL167W",5,1,1,1
"YJL171C",6,4,6,6
"YJL213W",6,4,6,6
"YJR121W",5,1,1,1
"YKL164C",6,5,5,5
"YKL185W",5,4,2,2
"YKL193C",5,4,6,6
"YKL218C",1,1,1,1
"YKR013W",6,4,6,6
"YLR257W",6,4,6,6
"YLR258W",6,6,6,6
"YLR153c",4,6,4,6
"YLR300W",6,6,6,6
"YLR377C",6,6,6,6
"YLR392C",6,4,6,6
"YML008C",1,1,1,1
"YMR058W",5,4,6,6
"YMR104C",6,6,6,6
"YMR295C",6,4,6,6
"YMR305C",6,5,5,4
"YNL015W",6,6,6,6
"YNL074C",6,4,6,6
"YNL142W",5,4,2,2
"YNL274C",1,1,1,1
"YOL019W",6,4,6,6
"YOR128C",5,1,1,1
"YOR018W",5,4,2,2
"YOR358W",5,4,2,2
"YOR375C",2,2,2,2
"YPL061W",5,1,1,1
"YPL104W",5,6,6,6
"YAL018C",3,5,5,5
"YBL009W",3,3,3,3
"YBL078C",5,1,1,1
"YBL084C",3,3,3,3
"YBR045C",3,5,5,4
"YBR063C",3,3,3,3
"YBR064W",3,3,3,3
"YBR148W",3,5,5,5
"YBR184W",3,3,3,3
"YBR233W",5,1,1,1
"YBR250W",3,5,5,5
"YBR268W",5,1,1,1
"YCL048W",3,5,5,5
"YCLX03C",3,5,5,4
"YCR002c",3,5,5,5
"YCRX06W",5,5,5,4
"YCRX07W",5,3,3,3
"YDL008w",3,5,5,5
"YDL103C",5,1,1,1
"YDL114w",3,5,5,5
"YDL154W",5,5,5,5
"YDL155W",3,3,3,4
"YDL186w",3,3,3,3
"YDL187c",3,3,3,3
"YDL239c",5,3,3,3
"YDR042C",3,3,3,3
"YDR065w",5,3,3,3
"YDR104C",3,5,5,5
"YDR113C",5,3,3,3
"YDR117C",5,6,6,6
"YDR118W",3,3,3,3
"YDR177W",3,3,3,3
"YDR191W",5,4,1,1
"YDR218C",3,5,5,5
"YDR253C",2,2,2,2
"YDR260C",3,3,3,3
"YDR263C",5,1,1,1
"YDR273W",3,5,5,5
"YDR317W",5,1,1,1
"YDR326C",5,5,5,4
"YDR355C",5,5,5,5
"YDR371W",3,5,5,4
"YDR402C",3,5,5,4
"YDR403W",3,5,5,4
"YDR438W",3,3,3,3
"YDR508C",5,4,5,5
"YDR516C",3,5,5,5
"YDR522C",3,5,5,5
