"1","2","3","4"
"YAL025C",6,6,6,6
"YAL036C",6,6,6,6
"YAL040C",6,5,5,1
"YDL037c",6,6,6,6
"YDR184C",5,5,5,5
"YDR299W",6,6,6,6
"YDR380W",1,3,1,3
"YDR398W",6,6,6,6
"YER006w",6,5,5,1
"YER064c",6,1,5,1
"YER126c",1,5,5,1
"YGL171W",6,2,6,2
"YIL122W",6,6,6,6
"YIL133C",6,6,6,6
"YKL009W",1,6,1,6
"YKL143W",1,2,5,2
"YLR175W",6,6,6,6
"YLR196W",6,6,6,6
"YLR222C",6,6,6,6
"YLR062C",1,5,1,1
"YLR129w",1,5,5,1
"YLL011w",1,5,5,1
"YMR093W",6,6,6,6
"YMR131C",6,2,5,2
"YMR217W",1,6,1,6
"YNL060C",1,5,1,1
"YNL061W",6,2,6,2
"YNL062C",6,6,6,6
"YNL174W",1,5,5,6
"YNL175C",6,2,5,2
"YNR038W",6,6,6,6
"YNR053C",1,1,5,1
"YOR051C",6,6,6,6
"YOL077C",5,1,4,1
"YOR206W",5,2,5,2
"YOR306C",1,1,5,1
"YOR309C",1,5,5,1
"YOR310C",6,6,6,6
"YOR312C",6,6,6,6
"YPL012W",6,2,6,2
"YBR072W",6,6,6,6
"YBR196C",1,6,1,6
"YCR012w",6,1,6,1
"YCR013C",6,1,6,1
"YDL234C",6,1,5,1
"YDR050C",1,6,1,6
"YDR258C",6,6,6,6
"YER049w",6,6,6,6
"YER067w",6,1,6,1
"YER130c",4,1,6,1
"YER150w",6,1,6,1
"YFR053C",6,6,6,6
"YFR055W",1,6,1,6
"YFR056C",6,1,6,1
"YGL055W",6,6,6,6
"YGL253W",6,1,6,1
"YGR142W",6,6,6,6
"YGR146C",6,2,6,2
"YGR192C",6,6,6,6
"YGR211W",6,5,5,1
"YHR030C",6,1,6,1
"YHR064C",6,6,6,6
"YHR174W",1,6,1,6
"YJL052W",1,6,1,6
"YJL107C",6,2,6,2
"YJL108C",6,2,6,2
"YJL165C",6,6,6,6
"YJR009C",6,6,6,6
"YJR045C",6,6,6,6
"YJR078W",1,6,1,6
"YKL060C",1,6,1,6
"YKL152C",1,6,1,6
"YKL153W",6,1,6,1
"YKR016W",6,1,6,1
"YLR194C",5,1,4,1
"YLR044c",6,1,6,1
"YLR089C",1,6,1,6
"YLR136c",6,1,6,1
"YKR061W",6,6,6,6
"YKR080W",1,6,1,6
"YLL026w",6,6,6,6
"YLR359W",1,6,1,6
"YLR414C",6,1,6,1
"YML038C",6,1,5,1
"YMR039C",6,6,6,6
"YNL160W",5,1,4,1
"YNR033W",1,6,1,6
"YOL158C",6,1,6,1
"YOR036W",6,1,6,1
"YOL059W",6,6,6,6
"YOR178C",6,6,6,6
"YOR197W",6,6,6,6
"YOR207C",6,6,6,6
"YOR208W",6,6,6,6
"YOR209C",6,6,6,6
"YOR299W",6,5,5,1
"YOR344C",6,6,6,6
"YOR385W",6,2,6,2
"YOR389W",6,2,6,2
"YPL057C",6,6,6,6
"YPL106C",6,6,6,6
"YPL277C",6,2,6,2
"YPL278C",6,2,6,2
"YPR030W",6,1,6,1
"YPR074C",6,6,6,6
"YAL012W",2,6,2,6
"YDR055w",6,6,6,6
"YDR129C",6,1,5,1
"YDR497C",6,1,5,1
"YER158c",4,6,6,6
"YGL179C",6,6,6,6
"YGR189C",6,1,6,1
"YHL021C",6,1,6,1
"YJL159W",5,1,4,1
"YJL167W",6,6,6,6
"YJL171C",6,2,6,2
"YJL213W",6,2,6,2
"YJR121W",6,6,6,6
"YKL164C",6,1,6,1
"YKL185W",6,6,6,6
"YKL193C",6,5,5,6
"YKL218C",6,6,6,6
"YKR013W",6,1,6,1
"YLR257W",6,2,6,2
"YLR258W",6,6,6,6
"YLR153c",4,6,6,6
"YLR300W",6,1,6,1
"YLR377C",6,6,6,6
"YLR392C",6,2,6,2
"YML008C",1,6,1,6
"YMR058W",6,5,5,1
"YMR104C",6,6,6,6
"YMR295C",6,2,6,2
"YMR305C",5,1,4,1
"YNL015W",6,6,6,6
"YNL074C",6,2,6,2
"YNL142W",2,2,2,2
"YNL274C",2,6,2,6
"YOL019W",6,2,6,2
"YOR128C",6,6,6,6
"YOR018W",6,2,6,2
"YOR358W",6,6,6,6
"YOR375C",2,6,2,6
"YPL061W",6,6,6,6
"YPL104W",6,6,6,6
"YAL018C",5,3,3,5
"YBL009W",3,3,3,3
"YBL078C",3,2,3,2
"YBL084C",3,3,3,3
"YBR045C",5,4,4,4
"YBR063C",3,2,3,2
"YBR064W",3,3,3,3
"YBR148W",5,4,4,5
"YBR184W",3,2,3,2
"YBR233W",3,3,3,3
"YBR250W",5,3,3,5
"YBR268W",1,3,1,3
"YCL048W",5,4,4,5
"YCLX03C",5,4,4,4
"YCR002c",5,3,3,5
"YCRX06W",5,2,4,2
"YCRX07W",3,3,3,3
"YDL008w",5,2,3,2
"YDL103C",1,3,1,3
"YDL114w",5,4,4,5
"YDL154W",5,3,3,5
"YDL155W",3,4,4,4
"YDL186w",3,3,3,3
