"1","2","3","4"
"YAL025C",5,2,2,5
"YAL036C",4,1,3,1
"YAL040C",2,2,2,2
"YDL037c",5,2,2,5
"YDR184C",2,2,1,2
"YDR299W",5,3,2,5
"YDR380W",4,3,3,3
"YDR398W",5,1,2,5
"YER006w",5,2,2,5
"YER064c",2,2,2,2
"YER126c",5,2,2,5
"YGL171W",5,1,2,5
"YIL122W",2,2,1,2
"YIL133C",4,1,3,1
"YKL009W",5,3,2,5
"YKL143W",5,2,2,5
"YLR175W",5,3,2,5
"YLR196W",5,3,2,5
"YLR222C",5,2,2,5
"YLR062C",2,2,2,2
"YLR129w",5,2,2,5
"YLL011w",5,2,2,5
"YMR093W",5,3,2,5
"YMR131C",5,2,2,5
"YMR217W",4,3,3,3
"YNL060C",5,2,2,5
"YNL061W",5,1,2,5
"YNL062C",3,1,3,1
"YNL174W",5,2,2,5
"YNL175C",5,2,2,5
"YNR038W",5,3,2,5
"YNR053C",5,4,2,5
"YOR051C",4,3,3,3
"YOL077C",5,1,2,5
"YOR206W",5,2,2,5
"YOR306C",2,4,4,4
"YOR309C",5,2,2,5
"YOR310C",5,3,2,5
"YOR312C",4,1,3,1
"YPL012W",5,1,2,5
"YBR072W",3,3,3,3
"YBR196C",3,3,3,3
"YCR012w",5,3,3,3
"YCR013C",5,3,3,3
"YDL234C",2,4,4,4
"YDR050C",4,3,3,3
"YDR258C",5,3,2,5
"YER049w",5,3,3,3
"YER067w",2,3,3,3
"YER130c",2,3,3,3
"YER150w",2,3,3,3
"YFR053C",3,3,3,3
"YFR055W",5,3,3,3
"YFR056C",2,3,3,3
"YGL055W",4,3,3,3
"YGL253W",5,3,3,3
"YGR142W",3,2,3,2
"YGR146C",5,3,2,5
"YGR192C",2,3,3,3
"YGR211W",2,2,3,2
"YHR030C",5,2,2,5
"YHR064C",5,3,2,5
"YHR174W",2,3,3,3
"YJL052W",4,3,3,3
"YJL107C",5,3,2,5
"YJL108C",5,2,2,5
"YJL165C",2,2,3,2
"YJR009C",2,3,3,3
"YJR045C",3,3,3,3
"YJR078W",4,3,3,3
"YKL060C",3,3,3,3
"YKL152C",4,3,3,3
"YKL153W",2,3,3,3
"YKR016W",3,2,2,5
"YLR194C",1,1,1,1
"YLR044c",5,3,3,3
"YLR089C",2,3,3,3
"YLR136c",2,3,3,3
"YKR061W",3,3,3,3
"YKR080W",3,3,3,3
"YLL026w",5,3,3,3
"YLR359W",4,3,3,3
"YLR414C",5,4,2,5
"YML038C",2,3,3,3
"YMR039C",3,3,3,3
"YNL160W",5,1,2,5
"YNR033W",4,3,3,3
"YOL158C",2,3,3,3
"YOR036W",5,3,2,5
"YOL059W",3,3,3,3
"YOR178C",3,3,3,3
"YOR197W",2,3,3,3
"YOR207C",4,3,3,3
"YOR208W",1,1,3,1
"YOR209C",4,3,3,3
"YOR299W",2,2,3,2
"YOR344C",3,3,3,3
"YOR385W",5,2,2,5
"YOR389W",5,3,2,5
"YPL057C",4,3,3,3
"YPL106C",3,3,3,3
"YPL277C",5,2,2,5
"YPL278C",5,2,2,5
"YPR030W",5,4,2,5
"YPR074C",4,3,3,3
"YAL012W",3,3,3,3
"YDR055w",2,3,3,3
"YDR129C",2,2,4,2
"YDR497C",2,4,4,4
"YER158c",5,3,3,3
"YGL179C",1,3,3,3
"YGR189C",5,3,3,3
"YHL021C",5,3,2,5
"YJL159W",1,1,1,1
"YJL167W",4,3,3,3
"YJL171C",5,3,2,5
"YJL213W",5,3,2,5
"YJR121W",4,3,3,3
"YKL164C",5,4,2,5
"YKL185W",3,3,3,3
"YKL193C",2,2,4,2
"YKL218C",3,3,3,3
"YKR013W",2,4,4,4
"YLR257W",5,3,2,5
"YLR258W",4,3,3,3
"YLR153c",2,3,3,3
"YLR300W",3,3,3,3
"YLR377C",3,3,3,3
"YLR392C",5,3,2,5
"YML008C",4,3,3,3
"YMR058W",2,2,4,2
"YMR104C",5,1,2,5
"YMR295C",5,3,2,5
"YMR305C",1,1,1,1
"YNL015W",3,3,3,3
"YNL074C",5,3,3,3
"YNL142W",3,4,4,4
"YNL274C",3,3,3,3
"YOL019W",5,3,2,5
"YOR128C",3,3,3,3
"YOR018W",3,4,4,4
"YOR358W",2,3,3,3
"YOR375C",3,3,3,3
"YPL061W",3,3,3,3
"YPL104W",3,3,3,3
"YAL018C",1,1,1,1
"YBL009W",3,1,1,1
"YBL078C",3,4,4,4
"YBL084C",1,1,4,1
"YBR045C",1,1,1,1
"YBR063C",5,4,2,5
"YBR064W",4,1,1,1
"YBR148W",1,1,1,1
"YBR184W",5,4,2,5
"YBR233W",3,1,4,1
"YBR250W",3,1,1,1
"YBR268W",4,1,1,1
"YCL048W",1,1,1,1
"YCLX03C",1,1,1,1
"YCR002c",1,1,1,1
"YCRX06W",1,1,1,1
"YCRX07W",4,1,1,1
"YDL008w",4,1,1,1
"YDL103C",4,4,4,4
"YDL114w",1,1,1,1
"YDL154W",3,4,1,4
"YDL155W",1,1,1,1
"YDL186w",4,1,1,1
"YDL187c",4,1,1,1
"YDL239c",4,4,4,4
"YDR042C",5,4,2,5
"YDR065w",4,1,1,1
"YDR104C",1,4,1,4
"YDR113C",3,4,4,4
"YDR117C",3,1,2,5
"YDR118W",3,1,4,1
"YDR177W",3,1,2,1
"YDR191W",3,4,4,4
"YDR218C",1,1,1,1
"YDR253C",3,1,4,1
"YDR260C",1,1,1,1
"YDR263C",3,4,4,4
"YDR273W",4,4,1,4
"YDR317W",3,4,4,4
"YDR326C",1,4,4,4
"YDR355C",1,1,1,1
"YDR371W",1,1,1,1
"YDR402C",1,1,1,1
"YDR403W",1,1,1,1
"YDR438W",5,4,4,4
"YDR508C",2,4,4,4
"YDR516C",1,1,1,1
"YDR522C",1,1,1,1
"YDR523C",1,1,1,1
"YEL016c",4,1,1,1
"YEL023c",1,1,1,1
"YEL061c",4,4,4,4
"YER003c",4,5,5,4
"YER085c",4,1,1,1
"YER096w",1,1,1,1
"YER106w",4,1,1,1
"YER115c",1,1,1,1
"YER180c",1,1,1,1
"YER182w",4,1,1,1
"YFL011W",4,4,4,4
"YFL012W",5,4,2,5
"YFL040W",4,4,4,4
"YFR012W",5,4,2,5
"YFR023W",5,4,2,5
"YFR028C",3,4,4,4
"YFR032C",5,4,2,5
"YGL015C",5,4,2,5
"YGL116W",3,1,1,1
"YGL138C",5,4,2,5
"YGL162W",1,1,1,1
"YGL170C",1,1,1,1
"YGL180W",3,1,4,1
"YGL230C",5,4,2,5
"YGR059W",1,1,1,1
"YGR108W",3,1,4,1
"YGR109C",3,1,1,1
"YGR110W",4,4,4,4
"YGR185C",4,1,4,1
"YGR202C",4,1,4,1
"YGR224W",4,4,4,4
"YGR225W",3,1,1,1
"YGR226C",1,4,4,4
"YGR228W",4,1,1,1
"YGR229C",4,4,4,4
"YGR266W",5,4,2,5
"YGR273C",5,4,2,5
"YHL012W",5,4,2,5
"YHR015W",4,4,4,4
"YHR124W",3,1,1,1
"YHR150W",3,4,4,4
"YHR152W",3,4,4,4
"YHR166C",3,1,4,1
"YHR184W",1,1,1,1
"YHR185C",4,1,1,1
"YIL045W",4,1,3,1
"YIL057C",4,4,4,4
"YIL099W",4,1,4,1
"YIL112W",3,1,1,1
"YIL139C",3,4,4,4
"YIL144W",3,4,4,4
"YIL159W",3,4,4,4
"YIR013C",4,1,1,1
"YJL037W",1,1,1,1
"YJL038C",1,1,1,1
"YJL160C",5,4,2,5
"YJR036C",3,1,4,1
"YJR099W",2,2,4,2
"YJR119C",3,1,4,1
"YKL022C",3,1,4,1
"YKL042W",3,4,1,4
"YKL096W",1,1,1,1
"YKL104C",4,1,1,1
"YKL107W",5,4,4,4
"YKL189W",1,4,4,4
"YKR005C",5,4,2,5
"YLR195C",1,1,4,1
"YLR209C",4,3,3,3
"YLR210W",1,1,4,1
"YLR213C",1,1,1,1
"YLR220W",2,2,4,2
"YLR227C",1,1,1,1
"YLR012C",5,4,2,5
"YLR013W",4,1,4,1
"YLR030W",5,4,2,5
"YLR045c",4,1,1,1
"YLR049C",5,4,2,5
"YLR054C",1,1,1,1
"YKR089C",4,4,4,4
"YLL004w",4,1,1,1
"YLL005C",1,1,1,1
"YLL012W",4,3,3,3
"YLR265C",3,4,4,4
"YLR273C",4,1,3,1
"YLR274W",3,1,4,1
"YLR290C",4,4,4,4
"YLR307W",4,1,1,1
"YLR308W",1,1,1,1
"YLR314C",2,4,4,4
"YLR341W",1,1,1,1
"YLR343W",1,1,1,1
"YLR368W",3,1,4,1
"YML034W",3,4,4,4
"YML065W",3,1,4,1
"YML119W",5,4,2,5
"YMR001C",3,1,4,1
"YMR017W",1,1,1,1
"YMR118C",5,4,2,5
"YMR125W",3,1,4,1
"YMR184W",4,1,4,1
"YMR188C",4,1,1,1
"YMR232W",1,1,1,1
"YMR272C",4,4,4,4
"YNL013C",1,1,1,1
"YNL014W",4,1,4,1
"YNL018C",5,4,2,5
"YNL019C",5,4,2,5
"YNL033W",5,4,2,5
"YNL034W",5,4,2,5
"YNL128W",4,1,1,1
"YNL155W",3,1,4,1
"YNL204C",1,1,1,1
"YNL205C",1,1,1,1
"YNL219C",4,1,4,1
"YNL225C",3,4,4,4
"YNL318C",1,4,4,4
"YNL319W",1,1,1,1
"YNR034W",1,4,4,4
"YOL015W",5,4,2,5
"YOR073W",3,4,4,4
