"1","2","3","4"
"AT4G16610",1,4,3,1
"AT4G29010",3,4,3,4
"AT2G34420",2,4,4,4
"AT2G43080",3,4,4,4
"AT3G12120",3,1,1,2
"AT3G04720",1,5,2,1
"AB000623",3,1,1,2
"AT1G55020",3,4,3,1
"T04323",3,1,1,2
"AT1G76100",3,4,4,4
"AT3G15730",3,4,3,1
"AT3G12500",5,5,2,5
"AT5G38430",3,4,4,1
"AT1G33960",5,5,2,5
"AT1G32060",3,4,3,1
"AT5G65110",2,4,4,4
"AT1G28670",3,2,3,2
"AT4G39260",1,5,2,1
"AT2G24180",3,2,3,2
"AT2G26740",1,5,5,1
"AT5G35630",1,4,3,1
"AT3G15350",3,4,3,1
"AT2G35790",4,4,4,4
"AT3G06860",2,4,4,4
"Y11607",3,2,3,2
"AT2G34660",1,4,4,1
"AT2G33150",2,4,4,4
"AT2G23430",3,4,3,1
"AT2G39780",2,4,3,4
"AT4G25100",1,5,5,1
"AB003040",3,2,3,2
"AT1G78380",3,4,4,1
"AT1G37130",3,4,3,1
"Z56278",3,2,3,2
"AT1G07890",3,4,4,1
"X66017",1,2,3,2
"AT4G39330",1,4,4,1
"AT5G13930",1,4,4,1
"AT3G20230",3,4,4,4
"AT4G39980",4,4,4,4
"AT1G31580",4,4,2,4
"AT4G37980",3,4,2,1
"AT2G34770",4,4,4,4
"AJ000470",2,3,5,3
"L15389",2,3,3,1
"AF062901",1,3,4,1
"AT4G00860",2,5,2,1
"AT3G57260",3,5,2,1
"AT4G20360",4,4,3,4
"AT3G16480",2,4,4,1
"AT3G16520",2,3,3,3
"AT2G42010",5,5,2,5
"AT2G02990",3,4,3,1
"AT1G76490",3,4,4,1
"X99793",2,3,5,3
"AT4G38530",5,5,5,5
"AT1G67980",1,4,3,1
"AT5G39190",1,5,5,1
"AT3G02520",3,4,4,4
"AT3G59700",5,5,2,5
"AT4G09320",5,5,5,5
"AT3G44300",1,4,2,1
"AT5G24090",1,5,5,1
"AT3G25230",1,4,3,1
"AT1G08830",3,4,2,1
"AT1G51680",1,4,4,1
"AT1G05010",5,5,2,5
"AT4G16760",1,5,2,1
"AT5G42650",4,4,4,4
"AT5G05730",1,5,2,1
"AT1G25220",1,5,2,1
"AT3G29200",4,4,4,4
"AT4G31500",4,4,4,4
"AT3G13920",3,4,4,1
"AT3G11170",3,4,4,4
"Z26426",5,5,5,5
"AT2G29450",5,5,5,5
"AF087932",2,2,3,1
"AT5G02500",3,5,2,1
"AT1G51760",4,4,4,4
"AT3G45140",3,4,4,1
"AT1G76680",3,4,4,4
"AT2G37040",1,4,4,1
"AT3G53260",1,4,4,1
"AT1G56190",3,4,4,1
"Y14590",5,5,5,5
"AT3G30775",4,4,4,4
"AT5G42180",3,4,4,4
"AT4G13940",3,4,3,1
"AT3G54640",1,5,2,1
"AT5G54810",4,4,4,4
"AT3G50970",1,5,5,1
"AT3G18780",3,4,3,1
"AT1G16060",1,5,3,1
"AT5G54160",1,4,4,1
"X16432",5,5,5,5
"AT1G64280",5,5,2,5
"AT5G66570",3,5,2,1
"AT4G01850",1,5,5,1
"AT1G01470",5,5,2,5
"AT2G20340",4,4,4,4
"AT3G47290",5,5,5,5
"AT2G14610",5,5,2,5
"AT1G75040",3,5,2,1
"AT5G20620",2,4,4,4
"AT2G26330",3,5,2,1
"AT2G25080",4,4,4,4
"AT4G14980",4,1,2,4
"AT1G67750",4,1,2,4
"AT1G67550",4,4,4,4
"AT5G26000",5,5,2,5
"AT5G25980",5,5,2,5
"AT2G05510",5,5,5,5
"AT1G04820",3,4,4,4
"AT1G01480",2,4,3,1
"AT3G28930",5,5,2,5
"AT4G20890",3,4,4,4
"AT2G45820",5,5,2,5
"AT3G15210",5,5,5,5
"AT5G47770",3,4,4,4
"AT2G28740",5,5,2,5
"AT2G14850",5,5,2,5
"AT4G08500",5,5,2,5
"AT3G45640",5,5,2,5
"AT5G52350",1,5,3,1
"AT3G20600",5,5,2,5
"AT5G06940",4,4,2,4
"AT1G53840",5,5,2,5
"AT2G41110",2,4,4,4
"AT5G37770",1,5,2,1
"AT2G41100",5,5,2,5
"AT5G57560",1,5,5,1
"AT1G72260",5,5,5,5
